OBJECTID,tag,status,cbu,owner,metered,fire_line,diameter,material,polywrap,yr_inst,length,yr_abandon,yr_removed,yr_replace,comments,NumberOfMa,Shape_Leng,Score,Soil_Comp,Soil_Comp_Full,Soil_Hydro_Group,Shape_Length,ElevChange,NumberofSLs
6627,wp14000,i,y,CBU,n,n,12,DI,n,2002,152,0, , , ,0,158.9429786,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,158.9429786,0.947937012,0
6628,wp5454,i,y,CBU,n,n,12,CI,n,1952,41,0, , , ,0,41.09771724,3,Ua,"Udorthents, loamy",,41.09771724,0.030181885,0
6629,p4968,i,y,CBU,n,n,6,DI,n,1989,187,0, , , ,0,186.9092429,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,186.9092429,2.94203186,3
6630,wp8857,i,y,CBU,n,n,12,DI,n,1999,82,0, , , ,0,81.94804637,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,81.94804637,0.620697021,1
6631,n468,i,y,CBU,n,n,6,CI,n,1970,800,0, , , ,1,800.2279758,3,HtB,"Hosmer-Urban land complex, 2 to 12 percent slopes",Group D,800.2279758,3.140289307,9
6632,s4697,i,y,CBU,n,n,18,CIL,n,1931,363,0, , , ,0,363.3735811,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,363.3735811,2.911804199,0
6633,wp2529,i,y,CBU,n,n,8,DI,n,1993,350,0, , , ,0,350.1710421,4,CaD,"Caneyville silt loam, 12 to 18 percent slopes",Group C,350.1710421,1.845123291,3
6634,wp1347,i,y,CBU,n,n,6,DI,n,1993,31,0, , , ,0,31.07987681,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,31.07987681,0.115646362,0
6635,wp1358,i,y,CBU,n,n,6,DI,n,1993,236,0, , , ,0,236.0867135,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,236.0867135,3.690719604,3
6636,p406,i,y,CBU,n,n,8,DI,n,1975,82,0, , , ,0,81.7413742,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group C,81.7413742,0.579498291,0
6637,wp7499,i,y,CBU,n,n,20,DI,n,1996,63,0, , , ,0,41.19939267,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,41.19939267,0.610046387,0
6638,wp7513,i,y,CBU,n,n,12,DI,n,1997,54,0, , , ,0,53.53513878,4,TlB,"Zanesville silt loam, 2 to 6 percent slopes",Group C/D,53.53513879,0.203094482,0
6639,wp7518,i,y,CBU,n,n,12,DI,n,1997,268,0, , , ,0,275.2317163,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,275.2317163,1.300842285,0
6640,wp7519,i,y,CBU,n,n,8,DI,n,1997,122,0, , , ,0,122.4368237,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,122.4368237,0.826126099,0
6641,wp7526,i,y,CBU,n,n,8,DI,n,1997,181,0, , , ,0,183.4713517,4,TlB,"Zanesville silt loam, 2 to 6 percent slopes",Group C/D,183.4713517,0.081512451,0
6642,wp7532,i,y,CBU,n,n,8,DI,n,1997,35,0, , , ,0,34.51585941,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,34.51585941,0.965682983,0
6643,wp8902,i,y,CBU,n,n,12,DI,n,1995,87,0, , , ,0,87.12313898,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,87.12313898,0.839996338,0
6644,wp8952,i,y,CBU,n,n,8,DI,n,1999,227,0, , , ,0,226.5012199,4,HoB,"Hosmer silt loam, 2 to 6 percent slopes",Group D,226.5012199,1.421813965,0
6645,wp18071,i,y,CBU,n,n,12,DI,n,2004,50,0, , , ,0,50.13549411,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,50.13549411,0.32711792,0
6646,wp13285,i,y,CBU,n,n,6,CI,n,1970,135,0, , , ,0,134.9618134,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,134.9618134,1.402832031,0
6647,wp13337,i,y,CBU,n,n,12,DI,n,2001,25,0, , , ,0,25.18025618,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,25.18025618,0.392654419,0
6648,wp13338,i,y,CBU,n,n,8,DI,n,2001,17,0, , , ,0,17.29569884,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,17.29569884,0,1
6649,wp13420,i,y,CBU,n,n,4,CI,n,1953,28,0, , , ,0,28.0911711,3,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,28.0911711,0.109924316,0
6650,r4614,i,y,CBU,n,n,6,CIL,n,1922,456,0, , , ,1,455.8158453,3,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,455.8158453,5.323745728,6
6651,wp1035,i,y,CBU,n,n,12,CI,n,1954,79,0, , , ,0,79.10433271,3,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,79.10433271,0.503082275,0
6652,r473,i,y,CBU,n,n,12,CI,n,1954,129,0, , , ,1,128.6912033,2,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,128.6912033,0.363128662,0
6653,wp1399,i,y,CBU,n,n,20,CIL,n,1931,19,0, , , ,0,19.0712398,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,19.0712398,0.143798828,0
6654,s4529,i,y,CBU,n,n,6,CI,n,1931,26,0, , , ,0,25.77880212,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,25.77880212,0.525695801,0
6655,wp16679,i,y,CBU,n,n,8,DI,n,2004,278,0, , , ,0,277.8596756,4,CaD,"Caneyville silt loam, 12 to 18 percent slopes",Group C,277.8596756,0.467712402,3
6656,wp16692,i,y,CBU,n,n,6,DI,n,2004,73,0, , , ,0,68.56656849,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,68.56656849,0.128814697,0
6657,wp16701,i,y,CBU,n,n,2,S21,n,2004,120,0, , , ,0,111.5947292,0,CrB,"Crider silt loam, 2 to 6 percent slopes",Group B,111.5947292,1.276641846,4
6658,v303,i,y,CBU,n,n,6,DI,n,1985,646,0, , , ,1,646.1423293,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group C,646.1423293,3.611846924,4
6659,v313,i,y,CBU,n,n,36,PC,n,1966,60,0, , , ,0,59.71937974,2,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,59.71937974,0.004547119,0
6660,wp643,i,y,CBU,n,n,6,CIL,n,1935,167,0, , , ,0,167.2876566,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,167.2876566,1.277328491,0
6661,p4069,i,y,CBU,n,n,6,DI,n,1989,224,0, , , ,0,223.551854,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,223.551854,4.679885864,5
6662,wp18179,i,y,CBU,n,n,12,DI,n,1993,212,0, , , ,0,226.2447889,4,HoC,"Hosmer silt loam, 6 to 12 percent slopes",Group D,226.2447889,1.063690186,0
6663,q41136,i,y,CBU,n,n,36,PC,n,1966,28,0, , , ,0,27.53822313,2,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,27.53822313,0.108123779,0
6664,wp20090,i,y,CBU,n,n,8,DI,n,2006,133,0, , , ,0,120.481157,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,120.481157,1.200164795,2
6665,wp12812,i,y,CBU,n,n,8,DI,n,2001,175,0, , , ,0,175.4235584,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,175.4235583,2.468475342,0
6666,wp12840,i,y,CBU,n,n,8,DI,n,2001,64,0, , , ,0,64.29104872,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,64.29104872,0.390670776,0
6667,wp12842,i,y,CBU,n,n,8,DI,n,2001,145,0, , , ,0,130.8254728,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,130.8254728,0.548202515,0
6668,wp4169,i,y,CBU,n,n,12,DI,n,1992,368,0, , , ,0,367.7182384,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,367.7182384,7.848968506,0
6669,q4010,i,y,CBU,n,n,12,CI,n,1957,184,0, , , ,0,183.5852484,3,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,183.5852484,0.594055176,0
6670,wp4820,i,y,CBU,n,n,6,DI,n,1995,287,0, , , ,0,273.4572405,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,273.4572405,4.047073364,2
6671,wp6772,i,y,CBU,n,n,4,S21,n,1997,149,0, , , ,0,149.4411765,4,CrB,"Crider silt loam, 2 to 6 percent slopes",Group B,149.4411765,1.84928894,2
6672,o4310,i,y,CBU,n,n,12,DI,n,1982,19,0, , , ,0,18.90501918,4,BdB,"Bedford silt loam, 2 to 6 percent slopes",Group C/D,18.90501918,0,0
6673,wp15496,i,y,CBU,n,n,12,DI,n,2000,20,0, , , ,0,20.07499217,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group C,20.07499217,0,0
6674,wp18212,i,y,CBU,n,n,6,DI,n,2004,89,0, , , ,0,89.9538711,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,89.9538711,0.009216309,0
6675,wp18521,i,y,CBU,n,n,8,DI,n,2005,65,0, , , ,0,65.24447309,4,Wa,"Wakeland silt loam, 0 to 2 percent slopes, frequently flooded",Group B/D,65.24447309,0.76940918,1
6676,wp18568,i,y,CBU,n,n,8,DI,n,2005,490,0, , , ,0,509.7112916,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,509.7112916,0.351242065,9
6677,wp16130,i,y,CBU,n,n,24,DI,n,1967,90,0, , , ,0,90.46944444,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,90.46944444,3.064804077,0
6678,wp16131,i,y,CBU,n,n,6,DI,n,2003,183,0, , , ,0,183.8408409,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,183.8408409,1.074035645,1
6679,wp14190,i,y,CBU,n,n,6,CI,n,1931,370,0, , , ,0,370.1128225,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,370.1128225,1.008743286,12
6680,wp14208,i,y,CBU,n,n,24,DI,8,1996,19,0, , , ,0,18.72239592,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,18.72239592,0,0
6681,wp14241,i,y,CBU,n,n,8,DI,n,2002,166,0, , , ,0,166.1752389,4,CrB,"Crider silt loam, 2 to 6 percent slopes",Group B,166.1752389,1.540557861,0
6682,wp14269,i,y,CBU,n,n,12,CI,n,1954,17,0, , ,possibly older,0,16.87332583,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,16.87332583,0,1
6683,m4275,i,y,CBU,n,n,12,DI,n,1987,181,0, , , ,0,181.136738,4,CrB,"Crider silt loam, 2 to 6 percent slopes",Group B,181.136738,0.244262695,0
6684,wp14309,i,y,CBU,n,n,8,DI,n,2001,187,0, , , ,0,187.0460679,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,187.0460679,1.603393555,1
6685,wp26248,i,y,CBU,n,n,12,DI,n,2011,64,0, , , ,0,56.61197725,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,56.61197724,0.139633179,0
6686,wp26262,i,y,CBU,n,n,8,DI,n,2001,37,0, , , ,0,37.08631771,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,37.08631771,0.521774292,0
6687,wp26281,i,y,CBU,n,n,8,DI,n,2011,260,0, , , ,0,260.0005353,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,260.0005353,1.73475647,7
6688,wp21642,i,y,CBU,n,n,8,DI,n,2007,16,0, , , ,0,16.717169,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,16.717169,0,0
6689,wp21662,i,y,CBU,n,n,6,CI,n,1971,51,0, , , ,1,50.76692453,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,50.76692453,0.129592896,0
6690,wp24776,i,y,CBU,n,n,6,CI,n,1957,208,0, , , ,1,207.5634868,3,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,207.5634868,0.210571289,4
6691,wp24792,i,y,CBU,n,n,6,DI,n,2010,65,0, , , ,0,64.10951812,4,CrB,"Crider silt loam, 2 to 6 percent slopes",Group B,64.10951812,0.230438232,0
6692,wp24795,i,y,CBU,n,n,6,DI,n,2010,293,0, , , ,0,293.7343893,4,CrB,"Crider silt loam, 2 to 6 percent slopes",Group B,293.7343893,2.912902832,0
6693,wp24821,i,y,CBU,n,n,6,DI,n,2010,410,0, , , ,0,410.1666616,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,410.1666616,0.25402832,5
6694,wp24929,i,y,CBU,n,n,6,CI,n,1970,112,0, , , ,1,112.1776629,3,Ua,"Udorthents, loamy",,112.1776629,1.17288208,1
6695,wp21760,i,y,CBU,n,n,8,DI,n,2007,107,0, , , ,0,96.10766446,4,Wa,"Wakeland silt loam, 0 to 2 percent slopes, frequently flooded",Group C,96.10766446,0.494613647,1
6696,wp19679,i,y,CBU,n,n,6,DI,n,2005,26,0, , , ,0,25.66762109,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,25.66762109,0.531311035,0
6697,wp19738,i,y,CBU,n,n,6,CI,n,1960,48,0, , ,Original source was a quarter section map. Pipe location was adjusted roughly based on field locates in 2023.,0,47.51575536,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,47.51575536,0.419754028,0
6698,wp19758,i,y,CBU,n,n,8,DI,n,2006,150,0, , , ,0,143.7200025,4,TlB,"Zanesville silt loam, 2 to 6 percent slopes",Group B,143.7200025,0.329681396,0
6699,wp19768,i,y,CBU,n,n,8,DI,n,2006,18,0, , , ,0,17.97177102,4,TlB,"Zanesville silt loam, 2 to 6 percent slopes",Group C,17.97177102,0,0
6700,wp19770,i,y,CBU,n,n,8,DI,n,2006,118,0, , , ,0,117.2241947,4,TlB,"Zanesville silt loam, 2 to 6 percent slopes",Group C/D,117.2241947,0.404998779,1
6701,wp19806,i,y,CBU,n,n,4,S21,n,2006,60,0, , , ,0,59.65390226,5,CrB,"Crider silt loam, 2 to 6 percent slopes",Group B,59.65390226,0.76171875,2
6702,wp26608,i,y,CBU,n,n,6,DI,n,1991,17,0, , , ,0,19.71103921,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,19.71103921,0.459945679,0
6703,wp24353,i,y,CBU,n,n,8,DI,n,2009,34,0, , , ,0,33.98549633,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,33.98549633,0.146484375,0
6704,wp24376,i,y,CBU,n,n,8,DI,n,2009,30,0, , , ,0,28.32034135,4,CrB,"Crider silt loam, 2 to 6 percent slopes",Group B,28.32034136,0.037765503,0
6705,wp21707,i,y,CBU,n,n,8,DI,n,2007,151,0, , , ,0,150.5339672,4,CaD,"Caneyville silt loam, 12 to 18 percent slopes",Group C,150.5339672,3.923294067,0
6706,wp22290,i,y,CBU,n,n,12,CI,n,1957,47,0, , , ,0,47.35918748,3,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,47.35918748,0.251876831,1
6707,wp22331,i,y,CBU,n,n,6,DI,n,1993,32,0, , , ,0,31.55186829,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,31.55186829,0.591339111,0
6708,wp21780,i,y,CBU,n,n,4,DI,n,2007,29,0, , , ,0,29.32585545,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,29.32585545,1.095275879,0
6709,wp21816,i,y,CBU,n,n,4,S21,n,2007,88,0, , , ,0,81.10668261,5,Wa,"Wakeland silt loam, 0 to 2 percent slopes, frequently flooded",Group B/D,81.10668261,0.853256226,2
6710,wp22512,i,y,CBU,n,n,8,DI,n,2007,70,0, , , ,0,60.81432381,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,60.81432381,0.378631592,0
6711,wp22516,i,y,CBU,n,n,8,DI,n,2007,82,0, , , ,0,82.06138755,4,CaD,"Caneyville silt loam, 12 to 18 percent slopes",Group C,82.06138755,0.030593872,0
6712,wp22519,i,y,CBU,n,n,8,DI,n,2007,59,0, , , ,0,6.337992094,4,CaD,"Caneyville silt loam, 12 to 18 percent slopes",Group C,6.337992089,0,0
6713,wp17512,i,y,CBU,n,n,6,DI,n,2004,230,0, , , ,0,230.4537864,4,BdB,"Bedford silt loam, 2 to 6 percent slopes",Group C/D,230.4537864,1.98765564,1
6714,wp17536,i,y,CBU,n,n,8,DI,n,2004,25,0, , , ,0,24.40298628,4,Ua,"Udorthents, loamy",,24.40298628,0.063140869,0
6715,wp18327,i,y,CBU,n,n,8,DI,n,2005,153,0, , , ,0,158.7941547,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,158.7941547,1.074081421,5
6716,wp18336,i,y,CBU,y,n,6,DI,n,2005,226,0, , , ,0,225.5458846,4,HaC,"Hagerstown silt loam, 6 to 12 percent slopes",Group C,225.5458846,0.786621094,0
6717,wp19830,i,y,CBU,n,n,6,DI,n,2006,18,0, , , ,0,18.14909086,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,18.14909086,0,0
6718,wp19841,i,y,CBU,n,n,6,DI,n,2006,339,0, , , ,0,339.2207249,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,339.2207249,2.888015747,2
6719,wp19889,i,y,CBU,n,n,12,DI,n,2006,150,0, , , ,0,176.7464675,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,176.7464675,0.497497559,0
6720,wp23079,i,y,CBU,n,n,8,DI,n,2008,21,0, , , ,0,22.10847726,4,Ud,Udorthents-Pits complex,,22.10847725,0.051452637,0
6721,wp23084,i,y,CBU,n,n,16,DI,n,2008,60,0, , , ,0,51.14358819,4,Ud,Udorthents-Pits complex,,51.14358819,0.030029297,0
6722,wp23091,i,y,CBU,n,n,16,DI,n,2008,130,0, , , ,0,82.24716309,4,Ud,Udorthents-Pits complex,,82.24716309,0.308502197,1
6723,wp23098,i,y,CBU,n,n,8,DI,n,2008,250,0, , , ,0,245.4148651,4,Ua,"Udorthents, loamy",Group B,245.4148651,1.093109131,3
6724,wp17796,i,y,CBU,n,n,8,DI,n,2004,221,0, , , ,0,221.099131,4,BdB,"Bedford silt loam, 2 to 6 percent slopes",Group C/D,221.099131,3.238540649,0
6725,wp17811,i,y,CBU,n,n,6,DI,n,2004,162,0, , , ,0,170.0918618,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,170.0918618,0.975280762,4
6726,wp17816,i,y,CBU,n,n,6,DI,n,2004,56,0, , , ,0,55.87906551,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,55.87906551,0.383621216,0
6727,wp17823,i,y,CBU,n,n,6,DI,n,2004,144,0, , , ,0,141.5972937,4,BdB,"Bedford silt loam, 2 to 6 percent slopes",Group C/D,141.5972937,0.480194092,2
6728,wp17834,i,y,CBU,n,n,12,DI,n,1989,22,0, , , ,0,21.58402375,4,HtB,"Hosmer-Urban land complex, 2 to 12 percent slopes",Group D,21.58402375,0,0
6729,q5138,i,y,CBU,n,n,6,DI,n,1986,140,0, , , ,0,140.2676098,4,CaD,"Caneyville silt loam, 12 to 18 percent slopes",Group C,140.2676098,2.920562744,1
6730,wp13623,i,y,CBU,n,n,12,DI,n,2002,129,0, , , ,0,127.9153245,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,127.9153245,1.84223938,0
6731,wp21461,i,y,CBU,n,n,2,C,n,2007,37,0, , , ,0,37.33044003,0,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,37.33044003,0.107467651,2
6732,wp21502,i,y,CBU,n,n,12,DI,n,2006,200,0, , , ,0,202.4503473,4,Ua,"Udorthents, loamy",Group B,202.4503473,0.514282227,0
6733,wp20870,i,y,CBU,n,n,6,DI,n,2006,86,0, , , ,0,86.97843688,4,HoB,"Hosmer silt loam, 2 to 6 percent slopes",Group D,86.97843687,0.643844604,5
6734,wp14352,i,y,CBU,n,n,12,DI,n,2002,175,0, , , ,0,192.9195695,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,192.9195695,1.378158569,0
6735,wp24430,i,y,CBU,n,n,8,DI,n,1992,312,0, , , ,0,312.2407217,4,HoC,"Hosmer silt loam, 6 to 12 percent slopes",Group D,312.2407217,0.04675293,2
6736,wp24432,i,y,CBU,n,n,8,DI,n,2009,17,0, , , ,0,16.97014277,4,HoC,"Hosmer silt loam, 6 to 12 percent slopes",Group D,16.97014277,0.068237305,0
6737,wp24451,i,y,CBU,n,n,6,DI,n,1987,84,0, , , ,1,83.66816637,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,83.66816637,0.765533447,4
6738,wp22933,i,y,CBU,n,n,6,DI,n,2008,479,0, , ,orig 1957 water removed to install storm 2008,1,489.7311266,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,489.7311266,1.390884399,14
6739,wp22940,i,y,CBU,n,n,6,DI,n,1994,338,0, , , ,0,338.4535477,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,338.4535477,3.603286743,2
6740,wp18373,i,y,CBU,n,n,8,DI,n,2005,28,0, , , ,0,28.06129078,4,BdB,"Bedford silt loam, 2 to 6 percent slopes",Group C/D,28.06129078,0.160476685,1
6741,wp18376,i,y,CBU,n,n,8,DI,n,1994,238,0, , , ,0,238.202601,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group C/D,238.202601,3.676864624,4
6742,wp18378,i,y,CBU,n,n,8,DI,n,1994,76,0, , , ,0,75.8129049,4,BdB,"Bedford silt loam, 2 to 6 percent slopes",Group C/D,75.81290491,0.250457764,0
6743,wp18379,i,y,CBU,n,n,2,S21,n,1998,243,0, , , ,1,230.2320608,0,CaD,"Caneyville silt loam, 12 to 18 percent slopes",Group C,230.2320608,4.774810791,4
6744,wp18425,i,y,CBU,n,n,6,CI,n,1954,152,0, , , ,0,151.9253266,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,151.9253266,0.337127686,4
6745,wp18435,i,y,CBU,n,n,1,G,n,1954,160,0, , , ,0,160.3406744,0,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,160.3406744,0.877227783,1
6746,wp18447,i,y,CBU,n,n,6,CI,n,1954,69,0, , , ,0,69.10611359,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,69.10611359,1.165054321,2
6747,wp19164,i,y,CBU,n,n,2,C,n,2005,28,0, , , ,0,27.70606722,0,HtB,"Hosmer-Urban land complex, 2 to 12 percent slopes",Group D,27.70606722,0.246520996,1
6748,wp19172,i,y,CBU,n,n,8,DI,n,1994,212,0, , , ,0,212.2434697,4,HtB,"Hosmer-Urban land complex, 2 to 12 percent slopes",Group B,212.2434697,2.754501343,3
6749,wp19175,i,y,CBU,n,n,8,DI,n,2005,20,0, , , ,0,19.95444365,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,19.95444365,0,0
6750,wp21457,i,y,CBU,n,n,2,C,n,2007,36,0, , , ,0,35.78473542,0,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,35.78473542,0.185668945,1
6751,wp24952,i,y,CBU,n,n,8,DI,n,2010,45,0, , , ,0,45.09717277,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,45.09717277,0.527374268,0
6752,wp25118,i,y,CBU,n,n,8,DI,n,2010,281,0, , , ,0,283.2163731,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,283.2163731,2.230484009,5
6753,wp25123,i,y,CBU,n,n,8,DI,n,1997,19,0, , ,74' line stop to valve S of cross p45106,0,17.82386352,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",,17.82386352,0,0
6754,wp20546,i,y,CBU,n,n,12,DI,n,2006,19,0, , , ,0,20.93441624,4,Ua,"Udorthents, loamy",,20.93441624,0.327133179,0
6755,wp20557,i,y,CBU,n,n,12,DI,n,2006,35,0, , , ,0,34.18464293,4,Ua,"Udorthents, loamy",,34.18464293,0.391204834,0
6756,wp22850,i,y,CBU,n,n,12,DI,n,2008,17,0, , , ,0,17.09761015,4,HoC,"Hosmer silt loam, 6 to 12 percent slopes",Group D,17.09761015,0,0
6757,wp22908,i,y,CBU,n,n,6,CI,n,1957,17,0, , , ,0,17.07215738,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,17.07215738,0,0
6758,wp6813,i,y,CBU,n,n,12,DI,n,1997,45,0, , , ,0,44.56592113,4,BdB,"Bedford silt loam, 2 to 6 percent slopes",Group C/D,44.56592113,0.315078735,0
6759,wp23844,i,y,CBU,n,n,12,DI,n,2008,16,0, , , ,0,16.24345529,4,BdB,"Bedford silt loam, 2 to 6 percent slopes",Group C/D,16.2434553,0,1
6760,wp23882,i,y,CBU,n,n,12,DI,n,1997,82,0, , , ,0,82.47801073,4,WeC,"Wellston silt loam, 6 to 12 percent slopes",Group B,82.47801073,0.008987427,0
6761,wp20630,i,y,CBU,n,n,8,CI,n,1962,113,0, , , ,1,113.1291679,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,113.1291679,1.643341064,1
6762,wp20670,i,y,CBU,n,n,6,DI,n,2006,97,0, , , ,0,103.0132742,4,BdB,"Bedford silt loam, 2 to 6 percent slopes",Group C/D,103.0132742,1.140365601,1
6763,wp22242,i,y,CBU,n,n,8,DI,n,2007,21,0, , , ,0,21.16976934,4,WeC,"Wellston silt loam, 6 to 12 percent slopes",Group B,21.16976934,0.192077637,0
6764,wp18145,i,y,CBU,n,n,8,DI,n,2004,48,0, , , ,0,49.50633616,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",,49.50633616,0.431289673,0
6765,wp18149,i,y,CBU,n,n,6,CI,n,1970,432,0, , , ,0,432.1290351,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group C,432.1290351,3.246307373,4
6766,wp18182,i,y,CBU,n,n,12,DI,n,2002,69,0, , , ,0,69.30963282,4,CrB,"Crider silt loam, 2 to 6 percent slopes",Group B,69.30963282,1.089035034,0
6767,wp17614,i,y,CBU,n,n,8,DI,n,2004,251,0, , , ,0,250.8523467,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,250.8523467,2.723480225,1
6768,wp17623,i,y,CBU,n,n,4,DI,n,1981,138,0, , , ,0,134.7861024,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,134.7861024,1.262893677,2
6769,wp17631,i,y,CBU,n,n,2,C,n,1995,20,0, , , ,0,19.54960205,4,Ua,"Udorthents, loamy",,19.54960205,0.294799805,0
6770,wp18452,i,y,CBU,n,n,0.75,G,n,1954,160,0, , , ,1,159.7265507,0,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,159.7265507,1.599960327,2
6771,wp20192,i,y,CBU,n,n,8,DI,n,2006,118,0, , , ,0,118.0794959,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,118.0794959,0.167999268,0
6772,wp20205,i,y,CBU,n,n,16,DI,n,2006,20,0, , , ,0,20.21747925,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,20.21747925,0.519851685,0
6773,wp20217,i,y,CBU,n,n,12,DI,n,2006,320,0, , , ,0,317.7408627,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,317.7408627,5.139053345,0
6774,wp20980,i,y,CBU,n,n,8,DI,n,2006,233,0, , , ,0,233.1869332,4,HoB,"Hosmer silt loam, 2 to 6 percent slopes",Group B,233.1869332,0.424041748,0
6775,wp23239,i,y,CBU,n,n,4,DI,n,2008,21,0, , , ,0,20.87753998,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,20.87753998,0,0
