OBJECTID,tag,status,cbu,owner,metered,fire_line,diameter,material,polywrap,yr_inst,length,yr_abandon,yr_removed,yr_replace,comments,NumberOfMa,Shape_Leng,Score,Soil_Comp,Soil_Comp_Full,Soil_Hydro_Group,Shape_Length,ElevChange,NumberofSLs
9275,wp3924,i,y,CBU,n,n,12,DI,n,1996,502,0, , , ,0,499.0275148,4,AgrC,"Apalona-Zanesville silt loams, 6 to 12 percent slopes",Group C,499.0275148,11.75454712,1
9276,wp7295,i,y,CBU,n,n,6,DI,n,1997,380,0, , , ,0,380.4819625,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,380.4819625,0.194702148,6
9277,wp3112,i,y,CBU,n,n,2,S21,n,1996,247,0, , , ,0,246.5594347,0,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,246.5594347,1.015884399,3
9278,wp7320,i,y,CBU,n,n,2,S21,n,1998,322,0, , , ,0,321.7825303,0,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,321.7825303,2.520324707,3
9279,wp7946,i,y,CBU,n,n,12,DI,n,1990,72,0, , , ,0,72.08552436,4,HtB,"Hosmer-Urban land complex, 2 to 12 percent slopes",Group D,72.08552436,0.713317871,0
9280,wp9825,i,y,CBU,n,n,8,CI,n,1954,370,0, , , ,1,369.683049,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,369.683049,4.871032715,4
9281,wp7034,i,y,CBU,n,n,12,DI,n,1998,185,0, , , ,0,173.362251,4,HoB,"Hosmer silt loam, 2 to 6 percent slopes",Group D,173.362251,1.424682617,0
9282,l4825,i,y,CBU,n,n,12,DI,n,1993,62,0, , , ,0,57.49365142,4,HoB,"Hosmer silt loam, 2 to 6 percent slopes",Group D,57.49365142,0.510498047,0
9283,l4779,i,y,CBU,n,n,8,DI,n,1983,29,0, , , ,0,29.06818334,4,HoB,"Hosmer silt loam, 2 to 6 percent slopes",Group D,29.06818333,0.035064697,0
9284,wp4773,i,y,CBU,n,n,8,DI,n,1997,73,0, , , ,0,67.07599867,4,Ua,"Udorthents, loamy",,67.07599867,0.569717407,0
9285,wp632,i,y,CBU,n,n,6,DI,n,1994,148,0, , , ,0,148.3322925,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,148.3322925,2.507080078,0
9286,wp679,i,y,CBU,n,n,8,DI,n,1994,116,0, , , ,0,116.1531771,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,116.1531771,1.814620972,0
9287,wp9321,i,y,CBU,n,n,8,DI,n,1999,79,0, , , ,0,98.25413416,4,HoB,"Hosmer silt loam, 2 to 6 percent slopes",Group D,98.25413416,0.985870361,0
9288,wp9887,i,y,CBU,n,n,12,CI,n,1966,339,0, , , ,0,339.3121614,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group D,339.3121614,2.390365601,3
9289,wp9931,i,y,CBU,n,n,12,DI,n,1997,16,0, , , ,0,16.25003189,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,16.25003189,0,1
9290,wp9978,i,y,CBU,n,n,8,DI,n,1999,267,0, , , ,0,266.5919087,4,CrB,"Crider silt loam, 2 to 6 percent slopes",Group B,266.5919087,2.374679565,4
9291,wp9981,i,y,CBU,n,n,12,DI,n,1997,17,0, , , ,0,16.92490819,4,CrB,"Crider silt loam, 2 to 6 percent slopes",Group B,16.9249082,0.188690186,1
9292,wp9992,i,y,CBU,n,n,8,DI,n,1999,31,0, , , ,0,33.9033718,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,33.90337179,0.193206787,0
9293,wp4601,i,y,CBU,n,n,8,DI,n,1995,144,0, , , ,0,143.707076,4,HoB,"Hosmer silt loam, 2 to 6 percent slopes",Group D,143.707076,0.662719727,3
9294,wp4607,i,y,CBU,n,n,8,DI,n,1996,26,0, , , ,0,26.43903668,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,26.43903668,0.953598022,0
9295,wp4620,i,y,CBU,n,n,6,DI,n,1996,132,0, , , ,0,131.6412249,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,131.6412249,1.840652466,2
9296,p377,i,y,CBU,n,n,6,DI,n,1987,41,0, , , ,0,40.84890603,4,CrB,"Crider silt loam, 2 to 6 percent slopes",Group C,40.84890603,0.048492432,0
9297,p3714,i,y,CBU,n,n,6,DI,n,1987,552,0, , , ,0,551.7961878,4,CrB,"Crider silt loam, 2 to 6 percent slopes",Group C,551.7961878,3.138183594,3
9298,p3738,i,y,CBU,n,n,8,DI,n,1987,466,0, , , ,0,465.8973874,4,CrB,"Crider silt loam, 2 to 6 percent slopes",Group B,465.8973874,5.085174561,3
9299,wp4888,i,y,CBU,n,n,12,CI,n,1959,838,0, , , ,0,838.0432761,3,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,838.043276,7.51210022,1
9300,wp13799,i,y,CBU,n,n,12,DI,n,2002,106,0, , , ,0,105.8008419,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group C,105.8008419,2.666809082,0
9301,q358,i,y,CBU,n,n,12,CI,n,1957,212,0, , , ,0,211.5853461,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,211.5853461,0.57989502,4
9302,wp10918,i,y,CBU,n,n,6,CI,n,1959,216,0, , , ,0,216.2859818,3,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,216.2859818,0.672348022,0
9303,wp10921,i,y,CBU,n,n,6,CI,n,1959,45,0, , , ,0,44.9243887,3,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,44.9243887,0.016204834,0
9304,wp10946,i,y,CBU,n,n,6,DI,n,1985,30,0, , , ,0,29.89015797,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,29.89015797,0.453765869,0
9305,wp8283,i,y,CBU,n,n,12,DI,n,1999,33,0, , , ,0,33.30275409,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,33.30275409,0.275177002,0
9306,wp8287,i,y,CBU,n,n,12,DI,n,1999,42,0, , , ,0,42.02255708,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,42.02255708,0.520797729,0
9307,wp7662,i,y,CBU,n,n,2,S21,n,1998,260,0, , , ,0,260.3527926,0,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,260.3527926,2.988861084,2
9308,wp7718,i,y,CBU,n,n,8,DI,n,1981,34,0, , , ,0,34.35596094,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,34.35596094,0.315216064,1
9309,wp7734,i,y,CBU,n,n,6,DI,n,1985,46,0, , , ,0,45.90581924,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,45.90581924,0.111038208,0
9310,wp8100,i,y,CBU,n,n,8,DI,n,1998,179,0, , , ,0,180.95886,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,180.95886,2.363128662,1
9311,wp8113,i,y,CBU,n,n,8,DI,n,1998,102,0, , , ,0,99.86304182,4,IvA,"Iva silt loam, 0 to 2 percent slopes",Group B/D,99.86304182,1.181381226,3
9312,wp8714,i,y,CBU,n,n,6,DI,n,1999,290,0, , , ,0,289.6253227,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group D,289.6253227,3.598358154,5
9313,wp8743,i,y,CBU,n,n,8,DI,n,1999,548,0, , , ,0,547.2783793,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,547.2783793,3.583679199,11
9314,wp6866,i,y,CBU,n,n,12,DI,n,1998,300,0, , , ,0,299.7165143,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,299.7165143,2.007629395,1
9315,wp6925,i,y,CBU,n,n,12,DI,n,1997,66,0, , ,replaced orig 1966 CI,3,65.81562068,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,65.81562068,1.716156006,0
9316,wp6928,i,y,CBU,n,n,12,DI,n,1989,486,0, , , ,0,486.0253893,4,HtB,"Hosmer-Urban land complex, 2 to 12 percent slopes",Group D,486.0253893,0.567169189,0
9317,wp6951,i,y,CBU,n,n,12,DI,n,1998,92,0, , , ,0,66.90927186,4,IvA,"Iva silt loam, 0 to 2 percent slopes",Group B/D,66.90927186,0.144866943,0
9318,o4434,i,y,CBU,n,n,8,DI,n,1977,171,0, , , ,0,171.1648415,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group C,171.1648415,1.404266357,1
9319,o4313,i,y,CBU,n,n,12,DI,n,1982,300,0, , , ,1,299.5778535,4,BdB,"Bedford silt loam, 2 to 6 percent slopes",Group C/D,299.5778535,0.740753174,4
9320,o4335,i,y,CBU,n,n,12,DI,n,1982,57,0, , , ,0,56.52825815,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,56.52825815,0.532028198,0
9321,o4339,i,y,CBU,n,n,8,DI,n,1983,118,0, , , ,1,117.514791,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,117.514791,2.717529297,0
9322,q3749,i,y,CBU,n,n,6,DI,n,1976,16,0, , , ,0,16.36595263,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,16.36595263,0,0
9323,wp11496,i,y,CBU,n,n,8,DI,n,1996,16,0, , , ,0,15.59909137,4,Ua,"Udorthents, loamy",,15.59909137,0.611480713,1
9324,wp6846,i,y,CBU,n,n,12,DI,n,1997,27,0, , , ,0,20.3876414,4,HtB,"Hosmer-Urban land complex, 2 to 12 percent slopes",Group D,20.3876414,0.181365967,0
9325,q3416,i,y,CBU,n,n,12,CI,n,1968,55,0, , , ,0,54.9312339,3,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,54.9312339,0.256896973,0
9326,wp3936,i,y,CBU,n,n,16,DI,n,1996,384,0, , , ,0,383.6708964,4,HoC,"Hosmer silt loam, 6 to 12 percent slopes",Group D,383.6708964,2.710540771,2
9327,wp6428,i,y,CBU,n,n,8,DI,n,1997,20,0, , , ,0,57.87610645,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,57.87610645,0.826782227,2
9328,wp6443,i,y,CBU,n,n,8,DI,n,1997,36,0, , , ,0,36.41790617,4,Ua,"Udorthents, loamy",Group B,36.41790617,0.793045044,0
9329,wp6478,i,y,CBU,n,n,12,DI,n,1997,164,0, , , ,0,168.4580583,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group C/D,168.4580583,3.199569702,0
9330,wp7822,i,y,CBU,n,n,12,DI,n,1998,20,0, , , ,0,20.18263051,4,Ud,Udorthents-Pits complex,,20.18263051,0.014801025,0
9331,wp7828,i,y,CBU,n,n,12,DI,n,1998,129,0, , , ,0,125.7586228,4,Ud,Udorthents-Pits complex,,125.7586228,0.183563232,0
9332,wp7841,i,y,CBU,n,n,12,DI,n,1998,966,0, , , ,0,966.3763576,4,St,"Stendal silt loam, 0 to 2 percent slopes, frequently flooded, brief duration",Group B/D,966.3763576,1.441604614,3
9333,wp7929,i,y,CBU,n,n,12,DI,n,1998,269,0, , , ,0,289.1132115,4,CrB,"Crider silt loam, 2 to 6 percent slopes",Group D,289.1132115,0.803649902,0
9334,wp8484,i,y,CBU,n,n,12,DI,n,1999,218,0, , , ,0,168.9466103,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,168.9466103,3.094207764,2
9335,wp5456,i,y,CBU,n,n,6,DI,n,1980,181,0, , , ,0,180.5221572,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,180.5221572,2.373687744,2
9336,wp5461,i,y,CBU,n,n,6,DI,n,1996,224,0, , , ,0,223.7634578,4,HtB,"Hosmer-Urban land complex, 2 to 12 percent slopes",Group D,223.7634578,0.473480225,2
9337,wp5511,i,y,CBU,n,n,8,DI,n,1996,37,0, , , ,0,36.11884751,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,36.11884751,0.831054688,0
9338,wp5518,i,y,CBU,n,n,6,DI,n,1996,491,0, , , ,0,490.6155509,4,CaD,"Caneyville silt loam, 12 to 18 percent slopes",Group C,490.6155509,0.090744019,6
9339,wp7349,i,y,CBU,n,n,6,DI,n,1998,152,0, , , ,0,150.6340679,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,150.6340679,1.491943359,3
9340,q4445,i,y,CBU,n,n,6,CIL,n,1922,141,0, , , ,0,140.579633,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,140.579633,0.311904907,5
9341,r432,i,y,CBU,n,n,6,CI,n,1972,655,0, , , ,1,654.679793,4,HtB,"Hosmer-Urban land complex, 2 to 12 percent slopes",Group D,654.679793,7.669570923,15
9342,r4338,i,y,CBU,n,n,6,DI,n,1980,105,0, , , ,0,104.6923623,4,HtB,"Hosmer-Urban land complex, 2 to 12 percent slopes",Group D,104.6923623,1.475845337,3
9343,r43117,i,y,CBU,n,n,6,CI,n,1958,44,0, , , ,0,43.52286625,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,43.52286625,0.395812988,0
9344,r43140,i,y,CBU,n,n,6,DI,n,1975,293,0, , , ,0,293.1484375,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,293.1484375,1.658874512,1
9345,wp5098,i,y,CBU,n,n,8,DI,n,1996,84,0, , , ,0,84.44716407,4,Ua,"Udorthents, loamy",,84.44716408,0.048095703,0
9346,wp7648,i,y,CBU,n,n,12,DI,n,1998,21,0, , , ,0,20.7690596,4,CrB,"Crider silt loam, 2 to 6 percent slopes",Group B,20.7690596,0.233718872,0
9347,l44109,i,y,CBU,n,n,6,CI,n,1962,541,0, , , ,0,541.123834,3,HtB,"Hosmer-Urban land complex, 2 to 12 percent slopes",Group D,541.123834,2.016937256,11
9348,l445,i,y,CBU,n,n,6,CI,n,1962,450,0, , , ,0,449.8327269,3,HtB,"Hosmer-Urban land complex, 2 to 12 percent slopes",Group D,449.8327269,0.635925293,7
9349,l4423,i,y,CBU,n,n,12,DI,n,1990,218,0, , , ,0,218.2634062,4,HtB,"Hosmer-Urban land complex, 2 to 12 percent slopes",Group D,218.2634062,0.083435059,0
9350,wp14458,i,y,CBU,n,n,12,DI,n,2002,101,0, , , ,0,104.4812285,4,HoB,"Hosmer silt loam, 2 to 6 percent slopes",Group D,104.4812285,0.428161621,0
9351,wp7485,i,y,CBU,n,n,20,DI,n,1996,115,0, , , ,0,114.7001675,4,St,"Stendal silt loam, 0 to 2 percent slopes, frequently flooded, brief duration",Group B/D,114.7001675,0.5703125,1
9352,wp7997,i,y,CBU,n,n,1.5,C,n,1998,43,0, , , ,0,42.8706422,0,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,42.8706422,0.492080688,2
9353,wp6610,i,y,CBU,n,n,8,DI,n,1997,206,0, , , ,0,205.7854033,4,Ua,"Udorthents, loamy",,205.7854032,1.242019653,1
9354,wp8422,i,y,CBU,n,n,8,DI,n,1999,291,0, , , ,0,295.678383,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,295.678383,2.129684448,3
9355,wp9027,i,y,CBU,n,n,8,DI,n,1999,176,0, , , ,0,180.5297641,4,HtB,"Hosmer-Urban land complex, 2 to 12 percent slopes",Group D,180.5297641,1.941360474,3
9356,m3860,i,y,CBU,n,n,6,CI,n,1971,459,0, , , ,0,459.2280749,4,Cb,"Caneyville-Hagerstown silt loams, 2 to 18 percent slopes, karst",Group C,459.2280749,2.063232422,5
9357,wp11014,i,y,CBU,n,n,2,C,n,2000,71,0, , , ,0,70.88332025,0,CrB,"Crider silt loam, 2 to 6 percent slopes",Group B,70.88332025,1.059082031,1
9358,wp11016,i,y,CBU,n,n,12,DI,n,2000,224,0, , , ,0,224.5520839,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,224.5520839,0.654678345,0
9359,wp11022,i,y,CBU,n,n,12,DI,n,2000,219,0, , , ,0,218.6635127,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group C,218.6635127,4.620849609,0
9360,wp11039,i,y,CBU,n,n,8,DI,n,2000,60,0, , , ,0,56.57917213,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,56.57917213,0.701721191,0
9361,wp11083,i,y,CBU,n,n,8,DI,n,1975,312,0, , , ,0,311.6733606,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,311.6733606,0.945571899,1
9362,p3536,i,y,CBU,n,n,6,CI,n,1958,28,0, , , ,0,28.01798858,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,28.01798858,0.105895996,0
9363,p3537,i,y,CBU,n,n,6,CI,n,1958,48,0, , , ,0,48.0530535,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,48.05305351,0.020736694,0
9364,p3514,i,y,CBU,n,n,6,CI,n,1958,350,0, , , ,0,350.4141212,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,350.4141212,0.09286499,11
9365,p3526,i,y,CBU,n,n,6,CI,n,1958,157,0, , , ,1,156.9468018,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,156.9468018,0.154251099,1
9366,p3528,i,y,CBU,n,n,6,CI,n,1958,17,0, , , ,0,16.5109529,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,16.5109529,0,0
9367,wp6209,i,y,CBU,n,n,24,DI,n,1997,432,0, , , ,0,428.5907451,4,HtB,"Hosmer-Urban land complex, 2 to 12 percent slopes",Group B,428.5907451,2.934829712,7
9368,wp6220,i,y,CBU,n,n,24,DI,n,1997,348,0, , , ,1,347.1180673,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,347.1180673,1.360702515,16
9369,p4677,i,y,CBU,n,n,6,DI,n,1987,20,0, , , ,0,20.10888384,3,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,20.10888384,0.106567383,0
9370,p4692,i,y,CBU,n,n,8,CIL,n,1910,349,0, , ,before 1913 (we had 1956),0,348.738562,3,Ua,"Udorthents, loamy",,348.738562,2.564208984,0
9371,p4694,i,y,CBU,n,n,12,CI,n,1953,20,0, , , ,0,20.16238241,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,20.1623824,0.531524658,0
9372,p47108,i,y,CBU,n,n,6,CIL,n,1922,22,0, , , ,0,21.99938205,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,21.99938205,0.336029053,0
9373,p47114,i,y,CBU,n,n,6,CI,n,1972,123,0, , , ,0,123.2835999,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,123.2835999,3.606445313,2
9374,wp13790,i,y,CBU,n,n,12,DI,n,2002,157,0, , , ,0,164.170072,4,CaD,"Caneyville silt loam, 12 to 18 percent slopes",Group C,164.170072,1.246154785,0
9375,p46150,i,y,CBU,n,n,8,CIL,n,1910,220,0, , ,betw 1898 & 1913,0,220.1234507,3,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,220.1234507,2.187530518,3
9376,p46102,i,y,CBU,n,n,12,CI,n,1953,164,0, , , ,0,164.4204125,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,164.4204125,3.158950806,1
9377,m4724,i,y,CBU,n,n,6,CI,n,1967,626,0, , , ,0,625.6533628,3,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,625.6533628,1.391326904,10
9378,m4590,i,y,CBU,n,n,12,DI,n,1989,58,0, , , ,0,58.32337466,4,HtB,"Hosmer-Urban land complex, 2 to 12 percent slopes",Group D,58.32337466,0.59475708,1
9379,m4518,i,y,CBU,n,n,12,CI,n,1956,419,0, , , ,0,419.4466182,3,HtB,"Hosmer-Urban land complex, 2 to 12 percent slopes",Group D,419.4466182,2.003295898,1
9380,m4521,i,y,CBU,n,n,6,DI,n,1984,92,0, , , ,0,82.84071358,4,HtB,"Hosmer-Urban land complex, 2 to 12 percent slopes",Group D,82.84071358,1.003448486,0
9381,wp11526,i,y,CBU,n,n,12,DI,n,2000,175,0, , , ,0,174.5085098,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,174.5085098,1.340881348,0
9382,wp11551,i,y,CBU,n,n,8,DI,n,2000,65,0, , , ,0,64.75795234,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,64.75795235,0.310272217,0
9383,wp11552,i,y,CBU,n,n,8,DI,n,2000,16,0, , , ,0,16.489979,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,16.48997899,0.137069702,0
9384,wp11577,i,y,CBU,n,n,8,DI,n,2000,37,0, , , ,0,36.58511073,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group D,36.58511072,0.089569092,1
9385,wp11587,i,y,CBU,n,n,4,S21,n,2000,173,0, , , ,0,173.1653317,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,173.1653317,2.006195068,3
9386,wp11597,i,y,CBU,n,n,8,DI,n,2000,20,0, , , ,0,19.58887291,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,19.58887291,0,0
9387,wp11599,i,y,CBU,n,n,8,DI,n,2000,142,0, , , ,0,142.0522718,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,142.0522718,0.374343872,1
9388,wp11604,i,y,CBU,n,n,8,DI,n,2000,50,0, , , ,0,49.87679999,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,49.87679999,0.255310059,0
9389,wp10195,i,y,CBU,n,n,6,DI,n,2000,161,0, , , ,0,158.2479968,4,CrB,"Crider silt loam, 2 to 6 percent slopes",Group B,158.2479968,0.839797974,0
9390,wp11180,i,y,CBU,n,n,6,DI,n,1991,20,0, , , ,0,19.7898186,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,19.7898186,0,0
9391,wp11186,i,y,CBU,n,n,4,DI,n,1996,17,0, , ,"we had C-900, but this is before the meter",0,17.38349542,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,17.38349542,0.145141602,1
9392,wp11203,i,y,CBU,n,n,12,DI,n,2000,23,0, , , ,0,31.27822975,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,31.27822975,0.330688477,0
9393,wp3784,i,y,CBU,n,n,4,S21,n,1995,59,0, , , ,0,35.66990812,4,CaD,"Caneyville silt loam, 12 to 18 percent slopes",Group C,35.66990812,0.492492676,0
9394,wp3778,i,y,CBU,n,n,6,DI,n,1995,59,0, , , ,0,16.9451235,4,CaD,"Caneyville silt loam, 12 to 18 percent slopes",Group C,16.9451235,0,0
9395,wp8535,i,y,CBU,n,n,12,DI,n,1999,40,0, , , ,0,39.5493703,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,39.5493703,0.33782959,0
9396,wp8622,i,y,CBU,n,n,6,CI,n,1964,61,0, , , ,0,61.41000815,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,61.41000815,0.215255737,1
9397,wp8627,i,y,CBU,n,n,6,CI,n,1960,98,0, , , ,0,98.39146855,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,98.39146855,0.301544189,0
9398,wp8650,i,y,CBU,n,n,24,CI,n,1965,268,0, , , ,0,267.7611798,3,Ua,"Udorthents, loamy",,267.7611798,0.359970093,0
9399,p441,i,y,CBU,n,n,12,CI,n,1965,313,0, , , ,0,312.8149861,3,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,312.8149861,1.391342163,6
9400,p4410,i,y,CBU,n,n,8,CI,n,1973,58,0, , , ,0,57.53388944,4,Ua,"Udorthents, loamy",Group B,57.53388944,0.432876587,1
9401,p40107,i,y,CBU,n,n,6,DI,n,1976,26,0, , , ,0,25.51587305,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,25.51587305,0.147399902,0
9402,p40109,i,y,CBU,n,n,6,DI,n,1986,315,0, , , ,1,314.7557597,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,314.7557597,3.128723145,2
9403,p3931,i,y,CBU,n,n,6,CI,n,1974,352,0, , , ,0,352.1456963,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,352.1456963,1.998428345,0
9404,p3938,i,y,CBU,n,n,6,DI,n,1978,28,0, , , ,0,27.95360506,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,27.95360506,0.288711548,0
9405,p3952,i,y,CBU,n,n,6,DI,n,1990,324,0, , , ,2,323.6903963,3,CaD,"Caneyville silt loam, 12 to 18 percent slopes",Group C,323.6903963,0.440444946,3
9406,wp24974,i,y,CBU,n,n,8,DI,n,2010,28,0, , , ,0,27.94059089,4,Ua,"Udorthents, loamy",,27.94059089,0.092269897,0
9407,p3850,i,y,CBU,n,n,4,CI,n,1966,148,0, , , ,0,147.7589679,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,147.7589679,1.353546143,1
9408,wp11134,i,y,CBU,n,n,12,DI,n,2000,67,0, , , ,0,66.77409074,4,HoC,"Hosmer silt loam, 6 to 12 percent slopes",Group D,66.77409074,0.06338501,0
9409,wp9341,i,y,CBU,n,n,8,DI,n,1999,246,0, , , ,0,252.4691677,4,HtB,"Hosmer-Urban land complex, 2 to 12 percent slopes",Group D,252.4691677,2.280975342,2
9410,wp9381,i,y,CBU,n,n,12,CI,n,1968,202,0, , , ,0,202.2286839,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,202.2286839,4.083847046,1
9411,wp9387,i,y,CBU,n,n,24,DI,n,1999,19,0, , , ,0,17.24074222,4,,,,17.24074222,0.4662323,0
9412,wp9409,i,y,CBU,n,n,12,DI,n,1999,184,0, , , ,0,183.977672,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,183.977672,2.023132324,0
9413,wp9421,i,y,CBU,n,n,12,DI,n,1999,18,0, , , ,0,12.57215333,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,12.57215333,0,0
9414,q44238,i,y,CBU,n,n,6,CIL,n,1927,20,0, , , ,0,20.39465166,3,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,20.39465167,0,0
9415,wp5473,i,y,CBU,n,n,8,DI,n,1996,258,0, , , ,0,257.8194908,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,257.8194908,3.879592896,1
9416,t46258,i,y,CBU,n,n,10,DI,n,1979,217,0, , , ,0,217.160545,4,Wr,"Wilbur silt loam, frequently flooded",Group B/D,217.160545,1.615081787,1
9417,t4328,i,y,CBU,n,n,8,DI,n,1983,33,0, , , ,0,32.80685389,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,32.80685389,1.909729004,0
9418,t4262,i,y,CBU,n,n,14,DI,n,1983,684,0, , , ,0,683.8656104,4,Hd,"Haymond silt loam, frequently flooded",Group C,683.8656104,4.612564087,0
9419,w417,i,y,CBU,n,n,6,CI,n,1967,1283,0, , , ,0,1283.34648,3,HoB,"Hosmer silt loam, 2 to 6 percent slopes",Group D,1283.34648,5.908859253,0
9420,t4138,i,y,CBU,n,n,6,DI,n,1991,279,0, , , ,0,278.5080424,4,HaE,"Hagerstown silt loam, 20 to 25 percent slopes",Group B,278.5080424,3.034255981,1
9421,u4155,i,y,CBU,n,n,8,DI,n,1988,186,0, , , ,0,185.723228,4,BdB,"Bedford silt loam, 2 to 6 percent slopes",Group C/D,185.723228,1.684524536,4
9422,wp13761,i,y,CBU,y,n,8,DI,n,2002,344,0, , , ,0,344.4411924,4,HaC,"Hagerstown silt loam, 6 to 12 percent slopes",Group C,344.4411924,3.810302734,0
9423,wp13762,i,y,CBU,y,n,8,DI,n,2002,303,0, , , ,0,318.5233209,4,HaC,"Hagerstown silt loam, 6 to 12 percent slopes",Group C,318.5233209,0.722747803,0
